method,idx,kp,lam,gamma,reg,power,clip,mean_pos,final_pos,drift,solver,score,ok
method1,234,80.0,0.5,5.0,1.0,1.0,2.0,0.025883076718341103,0.01781595748114251,0.12109942743402236,1.683465754284523,0.029146798144163814,True
method1,235,80.0,0.5,10.0,0.01,1.0,1.0,0.006051301244018798,0.008870026170914628,0.051566379405612636,0.7603279369908003,0.007462792800626451,True
method1,236,80.0,0.5,10.0,0.01,1.0,2.0,0.006051301244018798,0.008870026170914628,0.051566379405612636,0.7603279369908003,0.007462792800626451,True
method1,237,80.0,0.5,10.0,0.1,1.0,1.0,0.01504475306741995,0.01541182873314485,0.08106573840113607,1.275840989395757,0.017303988330140553,True
method1,238,80.0,0.5,10.0,0.1,1.0,2.0,0.013658997364209231,0.005698178603005895,0.02960087799064508,0.5483852768552745,0.014525207562449769,True
method1,239,80.0,0.5,10.0,1.0,1.0,1.0,0.02948487818009906,0.03225249062444453,0.17633260949147164,2.6321256815836014,0.0343275932107203,True
method1,240,80.0,0.5,10.0,1.0,1.0,2.0,0.022567643717771473,0.015128742375071148,0.08520336467220557,1.422442953998386,0.024982932488214777,True
method1,241,120.0,0.01,0.5,0.01,1.0,1.0,0.007169822699077337,0.007225688473078538,0.08666494742586107,1.1243553340906414,0.009465299314639878,True
method1,242,120.0,0.01,0.5,0.01,1.0,2.0,0.006896650826600688,0.004900594362341607,0.08266760723922456,0.9500998688115723,0.009025052905790965,True
method1,243,120.0,0.01,0.5,0.1,1.0,1.0,0.0175665433789265,0.019206621559745535,0.17193200793447255,2.446136430042912,0.022228251752637408,True
method1,244,120.0,0.01,0.5,0.1,1.0,2.0,0.016064412062128525,0.014073141274382101,0.17124880788770883,1.985376014303706,0.020482076227034556,True
