method,idx,kp,lam,gamma,reg,power,clip,mean_pos,final_pos,drift,solver,score,ok
method2,136,40.0,10.0,10.0,1e-08,0.8,1.0,0.06564280272027476,0.030189232098492596,0.08078471360353673,1.1457499740111896,0.06783137197935107,False
method2,137,40.0,10.0,10.0,1e-06,0.9,1.0,0.06570135403811583,0.029914152210307368,0.07999968625421554,1.135943905471021,0.06786931971593566,False
method2,138,40.0,10.0,10.0,0.0001,1.0,1.0,0.06566658153691575,0.029354489443057626,0.07845668721133647,1.1111966403230036,0.06779131360130398,False
method2,139,40.0,10.0,20.0,1e-08,0.8,1.0,0.038938291490498565,0.018034587756469163,0.0846285468399327,0.6552320259187389,0.040958478440256595,True
method2,140,40.0,10.0,20.0,1e-06,0.9,1.0,0.03921446808778171,0.018321492980993868,0.08352288587542842,0.6739011221790541,0.0412218763663798,True
method2,141,40.0,10.0,20.0,0.0001,1.0,1.0,0.039954717099305086,0.018368220066242797,0.08149016283047819,0.6886417955566455,0.04192884125369298,True
method2,142,40.0,10.0,50.0,1e-08,0.8,1.0,0.031069013366507203,0.02406793521328634,0.13177250809410934,1.1324804201079135,0.03427070373844335,True
method2,143,40.0,10.0,50.0,1e-06,0.9,1.0,0.030951818168286804,0.024597029993698977,0.1366158940385927,0.9851060643476643,0.03417668908123249,True
method2,144,40.0,10.0,50.0,0.0001,1.0,1.0,0.03085339358763501,0.023996019479524854,0.13250681110610252,1.0645107633162598,0.03403578519141519,True
method2,145,80.0,0.01,1.0,1e-08,0.8,1.0,0.05682085682995879,0.07798613102159994,0.3662049080518502,6.379754274085286,0.06733483212803844,False
method2,146,80.0,0.01,1.0,1e-06,0.9,1.0,0.05686610026514842,0.07798860856567506,0.36623623506117364,6.379796740165754,0.06738072333645477,False
method2,147,80.0,0.01,1.0,0.0001,1.0,1.0,0.05690476872445748,0.07798708739788791,0.3663287484100433,6.3795559690692105,0.06742112167719296,False
method2,148,80.0,0.01,2.0,1e-08,0.8,1.0,0.054441462291986126,0.07137460048637136,0.36486995314994614,5.870175275166032,0.06467394899256806,False
method2,149,80.0,0.01,2.0,1e-06,0.9,1.0,0.05451279856313859,0.07137838760450416,0.36462265422402446,5.8698376686549745,0.06474017048194657,False
method2,150,80.0,0.01,2.0,0.0001,1.0,1.0,0.05457355727309356,0.07138385859903004,0.36445723972528693,5.869777879685189,0.0647975910074419,False
method2,151,80.0,0.01,5.0,1e-08,0.8,1.0,0.04680541128392101,0.05383787537236581,0.29775709285350094,4.363103821796749,0.0549421050518894,True
method2,152,80.0,0.01,5.0,1e-06,0.9,1.0,0.046875345327047534,0.05383616263717092,0.2975976113101885,4.36256977628253,0.05500858244139257,True
method2,153,80.0,0.01,5.0,0.0001,1.0,1.0,0.04708608606847439,0.05394798336766617,0.2982686265562955,4.371172839401293,0.05523704501930095,True
method2,154,80.0,0.01,10.0,1e-08,0.8,1.0,0.034955239474508695,0.05169550554857267,0.27217315482492416,4.188411429096347,0.04249290828555535,True
method2,155,80.0,0.01,10.0,1e-06,0.9,1.0,0.03519121958317437,0.0515702293913807,0.2715677143654853,4.352710915956328,0.04279892932846225,True
method2,156,80.0,0.01,10.0,0.0001,1.0,1.0,0.03537225601785599,0.051531446594903156,0.2712346176384637,4.347695074825128,0.04297079590803783,True
method2,157,80.0,0.01,20.0,1e-08,0.8,1.0,0.02551163864032862,0.05937436726100253,0.3238769064220274,4.870652257312347,0.03442450289742534,True
method2,158,80.0,0.01,20.0,1e-06,0.9,1.0,0.026256748641056527,0.060736036035516215,0.3332097234453789,4.989432986171946,0.035415659603050084,True
method2,159,80.0,0.01,20.0,0.0001,1.0,1.0,0.026334963942276312,0.06241015902830668,0.34149489894393614,5.148374007838221,0.035739048925074145,True
method2,160,80.0,0.01,50.0,1e-08,0.8,1.0,0.022178804366604007,0.05151390718040965,0.2824799636160109,4.07980716187371,0.029868307219861084,True
