method,noise_channel,noise_profile,noise_level,trials,duration_s,tau,mean_position_error_m_mean,mean_position_error_m_std,mean_position_error_m_min,mean_position_error_m_max,max_position_error_m_mean,max_position_error_m_std,max_position_error_m_min,max_position_error_m_max,final_position_error_m_mean,final_position_error_m_std,final_position_error_m_min,final_position_error_m_max,mean_joint_drift_norm_rad_mean,mean_joint_drift_norm_rad_std,mean_joint_drift_norm_rad_min,mean_joint_drift_norm_rad_max,max_abs_joint_drift_rad_mean,max_abs_joint_drift_rad_std,max_abs_joint_drift_rad_min,max_abs_joint_drift_rad_max,final_joint_drift_norm_rad_mean,final_joint_drift_norm_rad_std,final_joint_drift_norm_rad_min,final_joint_drift_norm_rad_max,mean_elncp_residual_norm_mean,mean_elncp_residual_norm_std,mean_elncp_residual_norm_min,mean_elncp_residual_norm_max,max_elncp_residual_norm_mean,max_elncp_residual_norm_std,max_elncp_residual_norm_min,max_elncp_residual_norm_max,mean_stationarity_norm_mean,mean_stationarity_norm_std,mean_stationarity_norm_min,mean_stationarity_norm_max,mean_ncp_residual_norm_mean,mean_ncp_residual_norm_std,mean_ncp_residual_norm_min,mean_ncp_residual_norm_max,mean_pcg_iterations_mean,mean_pcg_iterations_std,mean_pcg_iterations_min,mean_pcg_iterations_max,max_pcg_iterations_mean,max_pcg_iterations_std,max_pcg_iterations_min,max_pcg_iterations_max,mean_active_iterations_mean,mean_active_iterations_std,mean_active_iterations_min,mean_active_iterations_max,max_active_iterations_mean,max_active_iterations_std,max_active_iterations_min,max_active_iterations_max,min_boundary_slack_mean,min_boundary_slack_std,min_boundary_slack_min,min_boundary_slack_max,mean_noise_norm_mean,mean_noise_norm_std,mean_noise_norm_min,mean_noise_norm_max,max_noise_norm_mean,max_noise_norm_std,max_noise_norm_min,max_noise_norm_max,wall_clock_run_s_mean,wall_clock_run_s_std,wall_clock_run_s_min,wall_clock_run_s_max
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.005,5,20.0,0.005,0.0002043899222509041,9.274790800677255e-08,0.00020429550896656522,0.0002045605882235632,0.00030867091427714806,1.697087949027844e-06,0.0003064541983465142,0.00031045183877082965,3.751703485024722e-06,7.623606712009649e-07,2.6314132588726993e-06,4.982984844703375e-06,0.31012020386805195,1.1208184366398636e-06,0.3101194001842455,0.31012237039556095,0.41255181978906375,6.109468349817154e-06,0.4125433351950627,0.41255961173563427,1.8256426180099453e-05,1.16273737015332e-06,1.6607382876994285e-05,1.9665695631265622e-05,1.8215096994860527e-08,5.955787362209127e-10,1.751262432971849e-08,1.9073905594112174e-08,1.6028652923178275e-07,1.0245517799212391e-08,1.4857340152575183e-07,1.778851604145319e-07,1.817294472664396e-08,5.958778245351683e-10,1.7470254066234822e-08,1.9033056728071895e-08,8.670097018173955e-11,2.1553168992379547e-17,8.670095001306635e-11,8.670100850030804e-11,9.69765,0.049040187601598756,9.60575,9.752,12.8,0.4,12.0,13.0,1.5784,0.012340583454602125,1.554,1.58725,2.0,0.0,2.0,2.0,1.8586860982653135,0.0012090469779394222,1.8565666160093521,1.8600910255396397,0.005,0.0,0.005,0.005,0.005,0.0,0.005,0.005,1.895127479993971,0.04070986447925807,1.8639494999952149,1.9750004999805242
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.01,5,20.0,0.005,0.00020457723816529714,1.386251381692311e-07,0.00020433144281874983,0.0002047446962441367,0.00030617213961567125,2.105071648369407e-06,0.0003032198857111621,0.00030814597843574173,6.224367579919833e-06,1.3793657231900475e-06,4.361032127346975e-06,7.895014996057052e-06,0.3101217444762138,3.3204640679943345e-06,0.310115804225656,0.3101253593390302,0.41255500627883573,1.1030935456623074e-05,0.41253653788948097,0.41256998276190804,3.714822047468961e-05,3.4956874298206215e-06,3.251544383598463e-05,4.159018105420926e-05,1.8192326113868826e-08,4.78170165985799e-10,1.7646180961594417e-08,1.907910626122297e-08,1.5926610531487465e-07,9.174345054825739e-09,1.4721597089108423e-07,1.7378391465509366e-07,1.8150602978731695e-08,4.790332164090192e-10,1.7603627569247946e-08,1.9039077068653057e-08,8.670138724031612e-11,3.639860599474035e-17,8.670133116278884e-11,8.670142826704017e-11,9.7072,0.07205785869702214,9.567,9.77275,13.2,0.39999999999999997,13.0,14.0,1.57905,0.019568725047892116,1.5405,1.59475,2.0,0.0,2.0,2.0,1.8557476204756114,0.0023831176656818644,1.8523935700102225,1.8578958729209025,0.010000000000000002,2.194270917860438e-18,0.01,0.010000000000000005,0.01,7.757919228897728e-19,0.01,0.010000000000000002,1.9212880199833307,0.059631890291684066,1.8271906999871135,1.9899791999778245
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,1e-05,5,20.0,0.005,0.0002043367129517993,1.4926720558601962e-10,0.00020433651813810935,0.0002043368768442091,0.0003074017037337183,9.220814921625027e-10,0.00030740070647925817,0.00030740295870482643,6.0844800086329e-07,1.877309597951785e-09,6.063366114768607e-07,6.115706677486647e-07,0.3101209042283615,4.095963224310925e-09,0.310120900098752,0.3101209092078296,0.41255307912051525,5.581616012207745e-09,0.41255307218334836,0.4125530863345128,4.699223177547591e-07,6.287037049714826e-09,4.6166373486951665e-07,4.787305172411904e-07,1.943443139564264e-08,2.1327455320620335e-10,1.913798595919944e-08,1.9711164833330207e-08,1.5405930026085327e-07,8.337728704047197e-09,1.44889549878698e-07,1.6684823816858926e-07,1.9394122160556148e-08,2.1346313141716883e-10,1.9097110274792888e-08,1.9670895019902757e-08,8.670083680582218e-11,2.4316972658141502e-18,8.670083406496656e-11,8.670084023643827e-11,9.57445,0.021887439320304045,9.547,9.60375,12.6,0.48989794855663565,12.0,13.0,1.5478,0.00556192412749396,1.5415,1.557,2.0,0.0,2.0,2.0,1.8596597445098861,2.634020352371518e-07,1.8596593105626538,1.8596600789481519,4.99875e-06,5.35710673305771e-22,4.998749999999999e-06,4.998750000000001e-06,9.9975e-06,1.071421346611542e-21,9.997499999999999e-06,9.997500000000002e-06,1.8415814199892337,0.06411719036731438,1.764641899993876,1.9284357999858912
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,5e-05,5,20.0,0.005,0.00020433691921620573,5.461180358304041e-10,0.00020433610077939075,0.0002043375467096683,0.00030740846460137957,7.944091205413996e-09,0.0003073931368249926,0.00030741463076419895,5.928185512925765e-07,2.0045724611547237e-08,5.700073928242629e-07,6.260877310165016e-07,0.3101209011003476,9.553023141452789e-09,0.31012088869123045,0.3101209126754639,0.4125530736422168,2.063834848484935e-08,0.4125530461161484,0.41255310737984185,4.775976513516978e-07,4.9943357709096726e-08,4.216058509823499e-07,5.523917832665121e-07,1.8433735385585865e-08,3.0180810226051456e-10,1.8121387444009362e-08,1.8919956977312328e-08,1.5081520578365706e-07,7.397004430054271e-09,1.4330582426111635e-07,1.611965024258493e-07,1.8393424843249986e-08,3.022197587171912e-10,1.8080290241273497e-08,1.888087051336552e-08,8.670083779229332e-11,7.594989276490545e-18,8.670082932442626e-11,8.67008519874999e-11,9.6802,0.04955234605949535,9.59275,9.74375,13.0,0.0,13.0,13.0,1.56555,0.008572339237337695,1.554,1.57625,2.0,0.0,2.0,2.0,1.8596603109183956,2.748531648417916e-06,1.8596566235553156,1.8596644100876618,2.499375e-05,2.6244355987239126e-21,2.4993749999999998e-05,2.499375e-05,4.99875e-05,5.248871197447825e-21,4.9987499999999995e-05,4.998750000000001e-05,1.886871239996981,0.029752515619970766,1.8571284999779891,1.9227698000031523
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,0.0001,5,20.0,0.005,0.00020433664209329238,5.598972753927022e-10,0.00020433603870727328,0.00020433738965505298,0.0003074171270698395,1.6425472562532042e-08,0.00030740153429925757,0.0003074374307935728,5.992656805672498e-07,1.3775581553980857e-08,5.83491854886089e-07,6.211599450819691e-07,0.3101209077751876,1.0737225692110185e-08,0.3101208912096979,0.3101209188450776,0.412553061984001,3.5554116773309435e-08,0.4125530408917617,0.4125531329635652,6.316234826327489e-07,4.502333610915178e-08,5.785010467936425e-07,6.845465866035254e-07,1.897076452306523e-08,3.860664744304948e-10,1.8298587791145794e-08,1.9307638762349085e-08,1.611015005670264e-07,6.325692989589372e-09,1.535717056076726e-07,1.7267561334584633e-07,1.89309399484747e-08,3.8634416970339045e-10,1.8258364140143074e-08,1.9268999935479104e-08,8.670083617781507e-11,2.656839951803867e-18,8.670083332109345e-11,8.670084042804376e-11,9.6814,0.03528264445871356,9.61425,9.71475,13.0,0.0,13.0,13.0,1.5617,0.005261653732430571,1.555,1.568,2.0,0.0,2.0,2.0,1.8596578540565396,5.66050262137534e-06,1.8596513289819525,1.8596653814528812,4.99875e-05,6.06087439757635e-21,4.9987499999999995e-05,4.99875e-05,9.9975e-05,1.049774239489565e-20,9.997499999999999e-05,9.997500000000002e-05,1.8881155799957923,0.05727114014569987,1.8339037999976426,1.9632611999986693
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,0.0005,5,20.0,0.005,0.000204336329688013,4.942412752277203e-09,0.00020432900483418796,0.0002043416565437321,0.0003075032259582468,7.997718300810968e-08,0.0003073617530463311,0.0003076022998738698,5.994555501708017e-07,1.925309313506489e-07,2.8656981330919616e-07,8.004715114052378e-07,0.31012093941166796,1.0243100899175795e-07,0.31012081671000247,0.3101210850536926,0.41255299000922213,1.9809508228117093e-07,0.41255272303546775,0.41255332304656567,1.9537345063386608e-06,2.481449829184099e-07,1.6643153414591477e-06,2.2771341298538725e-06,1.8743935885300064e-08,2.0582914677863107e-10,1.840969993323989e-08,1.8990677656509986e-08,1.5925169729007248e-07,1.1183237694653983e-08,1.4449854501217194e-07,1.7813531287818057e-07,1.870390371895535e-08,2.0592898246045554e-10,1.8369287464277664e-08,1.8950914134535085e-08,8.670083735691893e-11,8.86481330859029e-18,8.670082113039118e-11,8.670084583134404e-11,9.67895,0.035202059598835815,9.62325,9.718,13.0,0.0,13.0,13.0,1.5655,0.0065440812953385715,1.55875,1.578,2.0,0.0,2.0,2.0,1.8596446720049014,3.6479719989492425e-05,1.8596083261400858,1.8597050387259149,0.00024993750000000005,2.42434975903054e-20,0.0002499375,0.00024993750000000005,0.000499875,6.857096618313869e-20,0.0004998749999999999,0.0004998750000000001,1.8662679200060666,0.05343629769261872,1.789357800007565,1.926862499996787
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,0.001,5,20.0,0.005,0.0002043380400262822,6.780937843565848e-09,0.00020433037458446695,0.00020434936144235707,0.0003074989415753229,2.116363436488261e-07,0.0003072137753136596,0.0003077749407272457,5.359067925735149e-07,1.8806935140826942e-07,2.0011438298108515e-07,7.200055663214579e-07,0.310120911061356,1.6260865832986655e-07,0.31012065892252644,0.3101210964413401,0.4125531487989984,3.778448467626658e-07,0.41255255283673065,0.41255374759538377,4.2382740729149266e-06,5.824980165834447e-07,3.408704681019013e-06,4.842687986252132e-06,1.870017497470151e-08,2.791444491879747e-10,1.8324591042598454e-08,1.91458977439909e-08,1.5452367455894034e-07,9.006032616540716e-09,1.41994117952707e-07,1.661331412422711e-07,1.8660321977526783e-08,2.796293613084787e-10,1.8283965306149132e-08,1.9106847770102624e-08,8.670083031915975e-11,1.0734904842388354e-17,8.670082307859932e-11,8.670085156757287e-11,9.64115,0.027075173129639998,9.598,9.6815,13.0,0.0,13.0,13.0,1.5607,0.005692978130996077,1.5495,1.56475,2.0,0.0,2.0,2.0,1.8596628552747625,4.699811390560108e-05,1.8596139272124224,1.8597463373406449,0.0004998750000000001,4.84869951806108e-20,0.000499875,0.0004998750000000001,0.00099975,0.0,0.00099975,0.00099975,1.8253227799956222,0.05163346050299555,1.757157099986216,1.8884557999845129
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,0.005,5,20.0,0.005,0.0002043505423345879,8.581661255491077e-08,0.00020423595924476818,0.000204480842826269,0.00030794940531564445,1.096503977040328e-06,0.00030637151143146776,0.00030945793794609684,2.7964362811788275e-06,7.625536546366033e-07,1.7823305823183517e-06,3.7731120479092434e-06,0.3101208640331123,1.7450307236066405e-06,0.31011839554686577,0.31012326238211346,0.4125526771556632,2.4182323960716477e-06,0.4125497193211647,0.4125567297683599,1.805832791952497e-05,3.75423021898058e-06,1.2936152464558281e-05,2.3217828509161974e-05,1.8952345917710823e-08,5.189089324458787e-10,1.828696414671032e-08,1.95025850642665e-08,1.6137800034637525e-07,3.2428974890407933e-09,1.5542548076943837e-07,1.6498382329780038e-07,1.8911843840694742e-08,5.193965207739505e-10,1.8246071010249677e-08,1.946149092728859e-08,8.670084900809139e-11,1.0722577527596085e-16,8.67007259999667e-11,8.670104954213473e-11,9.651749999999998,0.023784974248461852,9.61475,9.67725,12.6,0.48989794855663565,12.0,13.0,1.5651,0.004726520919238618,1.5605,1.574,2.0,0.0,2.0,2.0,1.8595283272012242,0.0004025662104282303,1.8590307301387554,1.860128433075466,0.0024993750000000007,4.7507358941313415e-19,0.002499375,0.0024993750000000007,0.004998750000000001,5.485677294651095e-19,0.00499875,0.0049987500000000015,1.9058993400016333,0.056069988072528776,1.8408270000072662,1.9769655000127386
Method 3: continuous TVQP + ELNCP + PCG,actuator,linear,0.01,5,20.0,0.005,0.00020435626270751947,1.2459302244329383e-07,0.0002041783406033461,0.0002045263041338322,0.00030791943269393405,1.6902950713478042e-06,0.00030604174967390196,0.0003102927637776929,4.9483035471533544e-06,1.4714082155045517e-06,2.400416220738074e-06,6.91816747376611e-06,0.310121226743382,2.222749113571073e-06,0.3101189048072607,0.3101239263478202,0.4125552922697852,4.328167008692276e-06,0.4125479340218492,0.41256142874254564,4.2633922125181494e-05,3.694935338899528e-06,3.761947516699553e-05,4.8842921808880846e-05,1.8530154373942544e-08,1.8926825445092957e-10,1.8292345784660363e-08,1.875368899813266e-08,1.5794356230994574e-07,1.2479037958749571e-08,1.358640081263001e-07,1.6928877076212243e-07,1.8488487121991673e-08,1.8937281936063996e-10,1.825116890156162e-08,1.8711883403875475e-08,8.670105710384363e-11,1.8477253078912476e-16,8.670091777444069e-11,8.670141790088992e-11,9.64805,0.018616793494047594,9.6215,9.67825,12.2,0.4,12.0,13.0,1.57025,0.005625833271614072,1.5635,1.5795,2.0,0.0,2.0,2.0,1.8591835347576353,0.00031615440674504386,1.8588938954110446,1.8595741398970038,0.004998750000000001,8.673617379884035e-19,0.00499875,0.0049987500000000015,0.009997500000000001,0.0,0.009997500000000001,0.009997500000000001,1.8632395799970254,0.06126104056870461,1.7749441000050865,1.9604982999735512
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,1e-05,5,20.0,0.005,0.0002043366500280806,4.563980450372048e-10,0.00020433601750561182,0.00020433740764262104,0.00030740145324256783,4.127833314103417e-10,0.0003074007937496882,0.0003074020629114325,6.065762628283579e-07,2.7842378233694525e-09,6.031733595106485e-07,6.101144528737662e-07,0.31012090575566886,1.3532652120009917e-09,0.31012090438597134,0.3101209080828151,0.41255308002501884,1.6992568972484216e-11,0.4125530800095363,0.4125530800477506,4.6485035110773485e-07,6.733027537914742e-09,4.554359151030974e-07,4.736191183269666e-07,1.9623542516608336e-08,4.227956034038191e-10,1.9030318325696868e-08,2.0317433198085505e-08,1.582729344759671e-07,8.696152510535736e-09,1.4766016009303231e-07,1.6897783546278503e-07,1.95839208975959e-08,4.2267645540434275e-10,1.8990531182407285e-08,2.0277389683668434e-08,8.67008361514416e-11,7.758550849486924e-19,8.67008348599654e-11,8.670083698330855e-11,9.574449999999999,0.03225461207331459,9.548,9.62875,13.0,0.0,13.0,13.0,1.5436500000000002,0.0061737346881770225,1.53725,1.55475,2.0,0.0,2.0,2.0,1.8596598715359847,2.1276946456664607e-06,1.8596573005827053,1.859663181815822,3.3333337500000006e-06,6.82899794206514e-22,3.3333337499999997e-06,3.3333337500000014e-06,1.0000000000000003e-05,2.00444579794818e-21,9.999999999999999e-06,1.0000000000000003e-05,1.8439661800104659,0.07941647154763037,1.7102461000031326,1.917881800007308
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,5e-05,5,20.0,0.005,0.00020433635683008377,2.331634762239494e-09,0.0002043325322806752,0.00020433864300520687,0.0003074029246685775,1.659703088510895e-09,0.0003074006850684419,0.0003074049651098321,5.934910304113478e-07,1.9843607359822517e-08,5.651451107833965e-07,6.222459910182041e-07,0.31012090779901946,1.0043371746511011e-08,0.3101208954148717,0.3101209241006875,0.41255308001390245,2.9475860729926755e-12,0.41255308001063606,0.41255308001809277,4.743457174060046e-07,5.0606807549578785e-08,3.966237693399841e-07,5.416337309155345e-07,1.853554954795904e-08,4.897638709308419e-10,1.7919102931771198e-08,1.925059103953442e-08,1.5548203583949137e-07,7.969073923852498e-09,1.407075052912382e-07,1.6301189352161e-07,1.8495487137549496e-08,4.9015876632951e-10,1.787865915767074e-08,1.921102705804334e-08,8.670084237538956e-11,4.060600765873528e-18,8.670083634939759e-11,8.67008477104874e-11,9.7023,0.023200969807315938,9.67475,9.729,13.0,0.0,13.0,13.0,1.5663,0.006251799740874608,1.55775,1.57325,2.0,0.0,2.0,2.0,1.8596561318595874,7.481380670280544e-06,1.8596432692265947,1.8596637383618473,1.6666668750000004e-05,0.0,1.6666668750000004e-05,1.6666668750000004e-05,5.000000000000001e-05,4.285685386446168e-21,5e-05,5.000000000000001e-05,1.8577511799987405,0.05812582122785018,1.8132080000068527,1.9723979999835137
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,0.0001,5,20.0,0.005,0.00020433881932625857,3.1311110083213843e-09,0.00020433276069302227,0.00020434105939892447,0.0003074031499914662,2.761062556369656e-09,0.0003074005153731601,0.00030740804150115446,6.029305398462967e-07,5.229618731654416e-08,5.475511024783373e-07,6.958593680258862e-07,0.31012090243014107,1.8606674861149216e-08,0.31012087276719785,0.31012092310576894,0.41255308001405017,3.2873468317724083e-12,0.4125530800100692,0.41255308001776614,6.026678322756054e-07,7.790188763629944e-08,4.94364399836865e-07,7.111753782631547e-07,1.8676897736898527e-08,1.867747082784493e-10,1.841737843749925e-08,1.8975396924819646e-08,1.6343255723559823e-07,1.3936040893088052e-08,1.470580275334497e-07,1.867752248694688e-07,1.8636917621136367e-08,1.86654811824705e-10,1.8377336628342733e-08,1.893502724352559e-08,8.670083158476049e-11,6.991499826306175e-18,8.670082399796389e-11,8.670084441320903e-11,9.7024,0.01238809912779201,9.6915,9.7255,13.0,0.0,13.0,13.0,1.5652000000000001,0.0022880122377295408,1.563,1.56925,2.0,0.0,2.0,2.0,1.859669504409205,1.595477734844177e-05,1.859639486287393,1.859683341067524,3.333333750000001e-05,0.0,3.333333750000001e-05,3.333333750000001e-05,0.00010000000000000002,1.818262319272905e-20,9.999999999999999e-05,0.00010000000000000002,1.86189299999387,0.08398438395236214,1.7710932999907527,2.019467900012387
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,0.0005,5,20.0,0.005,0.00020435945795939338,2.521136327728213e-08,0.0002043137069999152,0.0002043876814634943,0.0003073988126902746,1.2170517568925793e-08,0.0003073808903649164,0.0003074182771169909,6.716075771051542e-07,1.3387966391780276e-07,4.3325610801688096e-07,8.234195880632622e-07,0.31012088328000825,6.544828859213383e-08,0.31012081677165587,0.31012097570502656,0.4125530800194932,7.002342695397167e-12,0.41255308000827484,0.41255308002832103,1.950796321623183e-06,2.9784212428273716e-07,1.5392072818213914e-06,2.4054118324701478e-06,1.8702032525639168e-08,2.0744746484350053e-10,1.8361271800062944e-08,1.8982367182502558e-08,1.5864145061341953e-07,5.065313353659964e-09,1.501409287546469e-07,1.6390747783121013e-07,1.866114631480316e-08,2.0775113136839672e-10,1.8319738387887952e-08,1.8941993635622996e-08,8.670078293698898e-11,3.5170263783922636e-17,8.670075281735743e-11,8.67008472702893e-11,9.684700000000001,0.03260345073761375,9.65325,9.746,13.0,0.0,13.0,13.0,1.5706000000000002,0.002672077843177509,1.5675,1.5745,2.0,0.0,2.0,2.0,1.8597424690077209,0.0001198243499912322,1.8595360862908816,1.859889886633364,0.0001666666875,0.0,0.0001666666875,0.0001666666875,0.0005,4.84869951806108e-20,0.0004999999999999999,0.0005,1.8319646999996622,0.04009752371395322,1.7655331999994814,1.8821458000165876
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,0.001,5,20.0,0.005,0.0002043169200325341,4.1414901447093314e-08,0.00020426597203899316,0.00020437726321746028,0.00030744506422008085,2.9113179785214234e-08,0.0003074115102977844,0.00030749308116243186,7.722842983766582e-07,3.615557218999307e-07,2.5412879568319394e-07,1.1899841809679637e-06,0.3101208983223781,2.1362569202423142e-07,0.3101206104260758,0.3101211707437605,0.4125530800146623,2.663413015188655e-12,0.412553080010603,0.41255308001887614,3.7999526014401746e-06,6.629824493985516e-07,2.7161821421603427e-06,4.583959096870796e-06,1.8923272225734735e-08,2.697917227145371e-10,1.857127533579903e-08,1.9377861772295857e-08,1.6083046248896748e-07,1.407206811485248e-08,1.3704457177363513e-07,1.732448758052333e-07,1.8882123058211627e-08,2.6990460567808354e-10,1.8530378777621376e-08,1.9337351401952698e-08,8.670084993055618e-11,6.348617523186923e-17,8.670077035623757e-11,8.670096375046036e-11,9.661100000000001,0.007677239087067261,9.6475,9.67,12.8,0.39999999999999997,12.0,13.0,1.56845,0.003479942528261026,1.5645,1.573,2.0,0.0,2.0,2.0,1.859556618648336,0.0001998612904199036,1.8593393161174536,1.859810619988447,0.000333333375,4.19909695795826e-20,0.00033333337499999997,0.0003333333750000001,0.001,1.679638783183304e-19,0.001,0.0010000000000000002,1.8599457799980883,0.05158083340752346,1.7899464999791235,1.915077299985569
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,0.005,5,20.0,0.005,0.0002042359314059784,2.48057061325909e-07,0.0002040218084133329,0.00020471578623723784,0.00030762812918208766,1.3995364603182782e-07,0.0003073545853578328,0.0003077423229874067,3.5962636547586763e-06,8.19643585645912e-07,2.421516956774281e-06,4.609891664798398e-06,0.3101206931918123,1.091445446969007e-06,0.3101193101347765,0.31012234123733223,0.41255308001290747,5.948774069443142e-12,0.4125530800092423,0.4125530800247412,1.911253069023115e-05,1.5580659399515233e-06,1.6307487549826617e-05,2.1007813273829327e-05,1.7862341056488145e-08,6.108011087881247e-10,1.728673542855298e-08,1.8777583824194934e-08,1.5655815284697647e-07,1.2281044232128754e-08,1.4426244296803633e-07,1.779174895926678e-07,1.7819796992749386e-08,6.113159004083936e-10,1.7244518338114924e-08,1.873610485440068e-08,8.670113528734852e-11,3.9058921450989324e-16,8.670047898522528e-11,8.670159189879893e-11,9.752849999999999,0.06527319511101008,9.6705,9.839,13.0,0.6324555320336759,12.0,14.0,1.5928,0.016276824014530608,1.57025,1.613,2.0,0.0,2.0,2.0,1.8591042097343524,0.001003308934553914,1.858358870888662,1.861073308908511,0.0016666668750000002,1.939479807224432e-19,0.001666666875,0.0016666668750000002,0.005,0.0,0.005,0.005,1.910508559999289,0.06693376359733014,1.8430270999961067,2.0363213999953587
Method 3: continuous TVQP + ELNCP + PCG,actuator,quadratic,0.01,5,20.0,0.005,0.0002043217763697893,3.0029536017477404e-07,0.00020390590937860144,0.000204766445245539,0.00030763788073051346,1.0997288202034262e-07,0.00030752868323872775,0.0003077923090848228,4.604580054161137e-06,1.06222400369014e-06,3.318436130068661e-06,6.104945242323053e-06,0.31012172942078853,1.362209075190908e-06,0.31011943171201367,0.31012368457453054,0.4125530800205942,1.652715155745591e-11,0.41255308000917457,0.41255308005344227,3.979457295018108e-05,5.851962042473219e-06,3.178887707269123e-05,4.565881845629958e-05,1.747776700330447e-08,4.666320330026951e-10,1.6613130587425455e-08,1.7832847091559738e-08,1.533865434742252e-07,8.161471165843129e-09,1.3979197175439937e-07,1.62660001951725e-07,1.7434485608662585e-08,4.67564910857154e-10,1.6568284844178477e-08,1.7790845935653446e-08,8.67010417026703e-11,8.66254823106259e-16,8.670024595285937e-11,8.670223846752725e-11,9.7696,0.05356038648105549,9.674,9.8315,13.2,0.39999999999999997,13.0,14.0,1.6011499999999999,0.014261486598528269,1.5775,1.6225,2.0,0.0,2.0,2.0,1.8590242301481261,0.0012505626585939604,1.8568134416169546,1.8606103058325103,0.0033333337500000004,3.878959614448864e-19,0.00333333375,0.0033333337500000004,0.01,0.0,0.01,0.01,1.8721153600024991,0.0492292012719728,1.810254200012423,1.9615129999874625
