case_id,task_gain,mu_gain,activation_power,solver_substeps,solver_gamma_gain,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_inner_residual_norm,wall_clock_run_s,result_dir,composite_score
tg200_mu14p0_ap0p95_ns40_gg3072,200.0,14.0,0.95,40,3072.0,ok,0.0001987232327716864,1.286741594634368e-06,4.455409538396408e-06,0.007783835265099146,3.727625100000296,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu14p0_ap0p95_ns40_gg3072\offline,2.0500106645983496
tg180_mu12p0_ap0p95_ns60_gg3072,180.0,12.0,0.95,60,3072.0,ok,0.00019987272873276833,1.1927718950550367e-06,5.129533453905104e-06,0.00424052459389066,5.980740300001344,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu12p0_ap0p95_ns60_gg3072\offline,2.0668746030797487
tg180_mu14p0_ap0p95_ns40_gg3840,180.0,14.0,0.95,40,3840.0,ok,0.00019899140903063042,1.4004251633078483e-06,4.597212480628584e-06,0.007303856218186407,4.307137399999192,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu14p0_ap0p95_ns40_gg3840\offline,2.0943422646554652
tg180_mu14p0_ap0p95_ns40_gg3072,180.0,14.0,0.95,40,3072.0,ok,0.0001979943957930711,1.3388876090213997e-06,4.636463398603486e-06,0.007882993099916694,4.404162899998482,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu14p0_ap0p95_ns40_gg3072\offline,2.1095834863054956
tg200_mu14p0_ap0p95_ns40_gg4608,200.0,14.0,0.95,40,4608.0,ok,0.00019955019574969645,1.4736499815724504e-06,4.6361930412667834e-06,0.007406090030129869,3.181608099999721,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu14p0_ap0p95_ns40_gg4608\offline,2.125793371209322
tg180_mu16p0_ap0p85_ns40_gg3840,180.0,16.0,0.85,40,3840.0,ok,0.00019739041238368114,1.3944553507453168e-06,4.516318056701883e-06,0.009566952570927746,4.372141700001521,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu16p0_ap0p85_ns40_gg3840\offline,2.153889012910801
tg180_mu14p0_ap0p95_ns40_gg4608,180.0,14.0,0.95,40,4608.0,ok,0.00019949618169845168,1.5462255893412256e-06,4.845144453997827e-06,0.007389293832266992,4.294394400003512,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu14p0_ap0p95_ns40_gg4608\offline,2.1939467196815845
tg200_mu16p0_ap0p85_ns40_gg4608,200.0,16.0,0.85,40,4608.0,ok,0.00019876141612994145,1.4784324051388427e-06,4.659813199442444e-06,0.009300958430944646,3.5505832999988343,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu16p0_ap0p85_ns40_gg4608\offline,2.201660819248634
tg220_mu12p0_ap0p95_ns40_gg3840,220.0,12.0,0.95,40,3840.0,ok,0.0001999512634713944,1.4070625828619903e-06,5.266676910235238e-06,0.006246828743543935,5.226622700000007,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu12p0_ap0p95_ns40_gg3840\offline,2.2252102002873033
tg220_mu12p0_ap0p95_ns40_gg3072,220.0,12.0,0.95,40,3072.0,ok,0.00020003571670993927,1.3554139789723399e-06,5.2842768231771974e-06,0.006675576262388288,6.363108800000191,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu12p0_ap0p95_ns40_gg3072\offline,2.2336898507973366
tg220_mu12p0_ap0p95_ns40_gg4608,220.0,12.0,0.95,40,4608.0,ok,0.00020043144852709515,1.4860502037664409e-06,5.3106562523381906e-06,0.006374139881236163,4.817299599999387,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu12p0_ap0p95_ns40_gg4608\offline,2.2600315319515647
